isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories,anger,disgust,fear,joy,sadness,surprise,neutral
9780590419277,0590419277,Radio Fifth Grade,Gordon Korman,Juvenile Fiction,http://books.google.com/books/content?id=F65B2m_PckgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Mayhem breaks out in the fifth grade when the Venice Menace bullies his classmates into letting him become a regular guest on ""Kidsview,"" the school's radio program.",1991.0,3.55,192.0,509.0,Radio Fifth Grade,"9780590419277 Mayhem breaks out in the fifth grade when the Venice Menace bullies his classmates into letting him become a regular guest on ""Kidsview,"" the school's radio program.",Children's Fiction,0.1563057154417038,0.6616368293762207,0.066935233771801,0.04056441783905029,0.549476683139801,0.11169019341468811,0.07876546680927277
9780590422673,0590422677,Avalanche,Arthur Roth,Adult education,,"Chris Palmer is always competing with his brother, a star athlete. During a skiing trip, his rifle sets off a thundering avalanche, leaving Chris buried alive under a mountain of snow.",1989.0,3.65,144.0,260.0,Avalanche,"9780590422673 Chris Palmer is always competing with his brother, a star athlete. During a skiing trip, his rifle sets off a thundering avalanche, leaving Chris buried alive under a mountain of snow.",Nonfiction,0.10657644271850586,0.10400673747062683,0.7336375713348389,0.04056441783905029,0.9133202433586121,0.11169019341468811,0.07876546680927277
9780590488150,0590488155,On the Banks of Plum Creek,Laura Ingalls Wilder,Family,http://books.google.com/books/content?id=DTMo9tftGN8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Laura and her family move to Minnesota where they live in a dugout until a new house is built and face misfortunes caused by flood, blizzard, and grasshoppers.",1965.0,4.2,339.0,187.0,On the Banks of Plum Creek,"9780590488150 Laura and her family move to Minnesota where they live in a dugout until a new house is built and face misfortunes caused by flood, blizzard, and grasshoppers.",Nonfiction,0.06413363665342331,0.10400673747062683,0.08948150277137756,0.04056441783905029,0.549476683139801,0.7352759838104248,0.07876546680927277
9780590692083,0590692089,Mary Anne and the Little Princess,Ann M. Martin,Juvenile Fiction,http://books.google.com/books/content?id=Wl30GwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Eight-year-old Victoria Kent, distantly in line for the British throne, is spending six months in the states with her parents and Mary Anne is hired as her companion.",1996.0,3.58,142.0,15.0,Mary Anne and the Little Princess,"9780590692083 Eight-year-old Victoria Kent, distantly in line for the British throne, is spending six months in the states with her parents and Mary Anne is hired as her companion.",Children's Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.13560634851455688,0.549476683139801,0.45572149753570557,0.07876546680927277
9780590764704,0590764705,"Good-bye Stacey, Good-bye",Ann M. Martin,English language,http://books.google.com/books/content?id=BKx1KAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Stacey and her parents are moving back to New York! Not only are the Babysitters losing their treasurer but Claudia is losing her best friend.,1988.0,3.65,132.0,2623.0,"Good-bye Stacey, Good-bye: K",9780590764704 Stacey and her parents are moving back to New York! Not only are the Babysitters losing their treasurer but Claudia is losing her best friend.,Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.549476683139801,0.752730667591095,0.16608132421970367
9780590849029,0590849026,Angels Don't Know Karate,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,,"Miss Angela Michaels, the new karate teacher in Bailey City, who is also the school crossing guard, is so kind and generous that Melody becomes convinced that she is a guardian angel. Original.",1996.0,3.8,67.0,727.0,Angels Don't Know Karate,"9780590849029 Miss Angela Michaels, the new karate teacher in Bailey City, who is also the school crossing guard, is so kind and generous that Melody becomes convinced that she is a guardian angel. Original.",Children's Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.7683019042015076,0.9368456602096558,0.11169019341468811,0.07876546680927277
9780590988490,0590988492,Wanted!,Caroline B. Cooney,Juvenile Fiction,,"When her father is murdered and the police obtain an e-mail confession that implicates her, Alice Robie realizes she will have to flee and prove her innocence. Original.",1997.0,3.68,230.0,1924.0,Wanted!,"9780590988490 When her father is murdered and the police obtain an e-mail confession that implicates her, Alice Robie realizes she will have to flee and prove her innocence. Original.",Children's Fiction,0.09980315715074539,0.10400673747062683,0.06608748435974121,0.04056441783905029,0.9368456602096558,0.8167414665222168,0.07876546680927277
9780595272099,0595272096,Vesco from Wall Street to Castro's Cuba,Arthur Herzog,BIOGRAPHY & AUTOBIOGRAPHY,http://books.google.com/books/content?id=RWAP4tMr7PUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The account of Robert Vesco, the Kingfish, who bilked investors of $250 million dollars in the early seventies and fled the country just ahead of the Feds, ultimately landing in Cuba.",2003.0,4.17,408.0,5.0,"Vesco from Wall Street to Castro's Cuba: The Rise, Fall, and Exile of the King of White Collar Crime","9780595272099 The account of Robert Vesco, the Kingfish, who bilked investors of $250 million dollars in the early seventies and fled the country just ahead of the Feds, ultimately landing in Cuba.",Nonfiction,0.06413363665342331,0.10400673747062683,0.07882648706436157,0.04056441783905029,0.6603689789772034,0.11169019341468811,0.07876546680927277
9780595321803,0595321801,The Changeling,Zilpha Keatley Snyder,Juvenile Fiction,http://books.google.com/books/content?id=bpaT5DgvTdgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Had it not been for the firm belief of two young girls that one of them was a changeling, their lives would have been very different.",2004.0,4.17,228.0,1155.0,The Changeling,"9780595321803 Had it not been for the firm belief of two young girls that one of them was a changeling, their lives would have been very different.",Children's Fiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.8847218751907349,0.11169019341468811,0.07876546680927277
9780596003067,0596003064,High performance MySQL,Jeremy D. Zawodny;Derek J. Balling,Computers,http://books.google.com/books/content?id=pspQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A guide for MySQL administrators covers such topics as benchmarking, indexes, the stages of processing a query, hardware configuations, copying data to multiple servers, and preventing hardware failure.",2004.0,4.24,304.0,388.0,"High performance MySQL: optimization, backups, replication and load balancing","9780596003067 A guide for MySQL administrators covers such topics as benchmarking, indexes, the stages of processing a query, hardware configuations, copying data to multiple servers, and preventing hardware failure.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9667066931724548,0.11169019341468811,0.07876546680927277
9780596527419,0596527411,CSS Cookbook,Christopher Schmitt,Computers,,"Provides information and examples on using CSS to format Web pages, covering such topics as Web typography, links, navigation, page layouts, and Web site design.",2006.0,3.88,516.0,161.0,CSS Cookbook,"9780596527419 Provides information and examples on using CSS to format Web pages, covering such topics as Web typography, links, navigation, page layouts, and Web site design.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9638050198554993,0.11169019341468811,0.07876546680927277
9780613013376,0613013379,Theater Shoes,Noel Streatfeild,Juvenile Fiction,http://books.google.com/books/content?id=SDntRC5-ZwUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When their father is captured during the war, three children come to London to live with their grandmother and join all the cousins of their talented theatrical family in a school for stage training.",1994.0,4.02,252.0,82.0,Theater Shoes,"9780613013376 When their father is captured during the war, three children come to London to live with their grandmother and join all the cousins of their talented theatrical family in a school for stage training.",Children's Fiction,0.29910558462142944,0.10400673747062683,0.1639363318681717,0.04056441783905029,0.549476683139801,0.4438358545303345,0.07876546680927277
9780618056736,0618056734,Unweaving the Rainbow,Richard Dawkins,Science,http://books.google.com/books/content?id=GWj0q_rdvd8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Offers an assessment of what science is, how it feeds the human appetite for wonder, and how ""unweaving"" the mysteries of science can be even more beautiful than the mystery itself.",2000.0,4.02,352.0,9168.0,"Unweaving the Rainbow: Science, Delusion and the Appetite for Wonder","9780618056736 Offers an assessment of what science is, how it feeds the human appetite for wonder, and how ""unweaving"" the mysteries of science can be even more beautiful than the mystery itself.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.05695990473031998,0.7721960544586182,0.11169019341468811,0.14828135073184967
9780618057023,0618057021,J.R.R. Tolkien,Humphrey Carpenter,Biography & Autobiography,http://books.google.com/books/content?id=PaP8XzOxTpQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Carefully traces Tolkien's life, revealing surprising links between his own experience and his written works, especially The Lord of the Rings trilogy and Silmarillion. Reprint.",2000.0,4.06,304.0,8606.0,J.R.R. Tolkien: A Biography,"9780618057023 Carefully traces Tolkien's life, revealing surprising links between his own experience and his written works, especially The Lord of the Rings trilogy and Silmarillion. Reprint.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.9503574967384338,0.11169019341468811,0.8837972283363342
9780618127337,061812733X,Stern Men,Elizabeth Gilbert,Fiction,http://books.google.com/books/content?id=coBvZTs5Yf8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Ruth Thomas, a spunky young woman born into the midst of a feud between two factions of Maine lobstermen, manages to negotiate an end to the conflict. A first novel. Reprint.",2001.0,3.39,304.0,4065.0,Stern Men,"9780618127337 Ruth Thomas, a spunky young woman born into the midst of a feud between two factions of Maine lobstermen, manages to negotiate an end to the conflict. A first novel. Reprint.",Fiction,0.06413363665342331,0.10400673747062683,0.07268191128969193,0.6980589628219604,0.9503574967384338,0.11169019341468811,0.10072892159223557
9780618127368,0618127364,Colter,Rick Bass,Biography & Autobiography,http://books.google.com/books/content?id=3irVaKvVuLIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The author shares his memories of his favorite dog, Colter, and the diverse ways in which he transformed the author's life, in a look at the dynamic relationship between humans and dogs.",2001.0,3.86,208.0,446.0,Colter: The True Story of the Best Dog I Ever Had,"9780618127368 The author shares his memories of his favorite dog, Colter, and the diverse ways in which he transformed the author's life, in a look at the dynamic relationship between humans and dogs.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.12212267518043518,0.8232213854789734,0.11169019341468811,0.07876546680927277
9780618134304,0618134301,Henry Adams and the Making of America,Garry Wills;Pulitzer Prize-Winning Journalist and Historian Garry Wills,Biography & Autobiography,http://books.google.com/books/content?id=idzRhAdjnysC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"A profile of nineteenth-century historian Henry Adams assesses his influence on the study of history, discussing his use of archival sources, firsthand reportage, eyewitness accounts that transformed historical study.",2005.0,3.79,480.0,91.0,Henry Adams and the Making of America,"9780618134304 A profile of nineteenth-century historian Henry Adams assesses his influence on the study of history, discussing his use of archival sources, firsthand reportage, eyewitness accounts that transformed historical study.",Nonfiction,0.06413363665342331,0.10400673747062683,0.051362838596105576,0.04056441783905029,0.8503862619400024,0.11169019341468811,0.07903851568698883
9780618181902,0618181903,Hear the Wind Blow,Mary Downing Hahn,Juvenile Fiction,http://books.google.com/books/content?id=BVFAmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"With their mother dead and their home burned, a thirteen-year-old boy and his little sister set out across Virginia in search of relatives during the final days of the Civil War.",2003.0,4.05,224.0,246.0,Hear the Wind Blow,"9780618181902 With their mother dead and their home burned, a thirteen-year-old boy and his little sister set out across Virginia in search of relatives during the final days of the Civil War.",Children's Fiction,0.6669496893882751,0.10400673747062683,0.12587003409862518,0.04056441783905029,0.549476683139801,0.1289118081331253,0.07876546680927277
