isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories
9780449221396,0449221393,Driving Force,Dick Francis,Fiction,http://books.google.com/books/content?id=I2s25y1doC4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When a hitchhiker picked up by one of his drivers is later found murdered, ex-jockey Freddie Croft, the owner of a profitable fleet of horse vans, is drawn into the mystery.",1993.0,3.96,384.0,2548.0,Driving Force,"9780449221396 When a hitchhiker picked up by one of his drivers is later found murdered, ex-jockey Freddie Croft, the owner of a profitable fleet of horse vans, is drawn into the mystery.",Fiction
9780449702024,0449702022,Winter of Magic's Return,Pamela F. Service,Fantasy.,,"In a time five hundred years after a nuclear holocaust, Wellington, Earl, and Heather become convinced that a new age of magic is on the way and set out to right the world's wrongs.",1986.0,4.25,194.0,227.0,Winter of Magic's Return,"9780449702024 In a time five hundred years after a nuclear holocaust, Wellington, Earl, and Heather become convinced that a new age of magic is on the way and set out to right the world's wrongs.",Nonfiction
9780449908402,0449908402,The Dragon Doesn't Live Here Anymore,Alan Cohen,"Body, Mind & Spirit",http://books.google.com/books/content?id=xHx0me5kLxwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The author of Dare to Be Yourself presents a series of illuminating essays designed to assist readers on a journey toward spiritual enlightenment and fulfilling self-discovery. Reprint.,1993.0,4.27,416.0,165.0,"The Dragon Doesn't Live Here Anymore: Loving Fully, Living Freely",9780449908402 The author of Dare to Be Yourself presents a series of illuminating essays designed to assist readers on a journey toward spiritual enlightenment and fulfilling self-discovery. Reprint.,Nonfiction
9780449911891,0449911896,The Tin Can Tree,Anne Tyler,Fiction,http://books.google.com/books/content?id=diHuC95PuLkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Following the tragic accidental death of six-year-old Janie Rose, members of the Pike family, including her ten-year-old brother Simon, confront their grief in their own ways. Reader's Guide included. Reissue. 20,000 first printing.",1996.0,3.6,264.0,2325.0,The Tin Can Tree,"9780449911891 Following the tragic accidental death of six-year-old Janie Rose, members of the Pike family, including her ten-year-old brother Simon, confront their grief in their own ways. Reader's Guide included. Reissue. 20,000 first printing.",Fiction
9780451160522,0451160525,The Gunslinger,Stephen King,Fiction,http://books.google.com/books/content?id=6wJGxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Roland, the world's last gunslinger, tracks an enigmatic Man in Black toward a forbidding dark tower, fighting forces both mortal and other-worldly on his quest. Reissue.",1982.0,3.96,315.0,1826.0,The Gunslinger,"9780451160522 Roland, the world's last gunslinger, tracks an enigmatic Man in Black toward a forbidding dark tower, fighting forces both mortal and other-worldly on his quest. Reissue.",Fiction
9780451168610,0451168615,Skeleton Crew,Stephen King,Fiction,http://books.google.com/books/content?id=AAsZqx_jQpIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Age-old images of fear fuse with the iconography of contemporary American life in this collection of twenty-two horror tales by the grandmaster of the genre. Reissue.,1986.0,3.95,566.0,1857.0,Skeleton Crew,9780451168610 Age-old images of fear fuse with the iconography of contemporary American life in this collection of twenty-two horror tales by the grandmaster of the genre. Reissue.,Fiction
9780451170118,0451170113,Night Shift,Stephen King,Fiction,http://books.google.com/books/content?id=jIQL9IxsU_sC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Twenty stories of horror and nightmarish fantasy transform everyday situations into experiences of compelling terror in the worlds of the living, the dying, and the nonliving",1978.0,3.99,326.0,1273.0,Night Shift,"9780451170118 Twenty stories of horror and nightmarish fantasy transform everyday situations into experiences of compelling terror in the worlds of the living, the dying, and the nonliving",Fiction
9780451188458,0451188454,The Bone Collector,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=eA7YPtfG1a0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Look who's back to chill readers to the bone... The first novel featuring Detective Lincoln Rhyme, from the New York Times bestselling author of The Stone Monkey.",1998.0,4.19,528.0,132188.0,The Bone Collector,"9780451188458 Look who's back to chill readers to the bone... The first novel featuring Detective Lincoln Rhyme, from the New York Times bestselling author of The Stone Monkey.",Fiction
9780451194862,0451194861,Wizard and Glass,,Fiction,http://books.google.com/books/content?id=gAkYfIpKVVUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"While Roland the Gunslinger and his companions leap between worlds, he relates his experiences with the elusive, powerful emotion of love in a journey into his own past",1998.0,4.25,702.0,864.0,Wizard and Glass,"9780451194862 While Roland the Gunslinger and his companions leap between worlds, he relates his experiences with the elusive, powerful emotion of love in a journey into his own past",Fiction
9780451203267,0451203267,The Stranger Beside Me,Ann Rule,True Crime,http://books.google.com/books/content?id=H1vTjY_9R4YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"From the perspective of the former policewoman, crime writer, and unknowing personal friend, tells the story of Ted Bundy, a brilliant law student executed for killing three women, who confessed to killing thirty-five others.",2001.0,4.14,550.0,47930.0,The Stranger Beside Me,"9780451203267 From the perspective of the former policewoman, crime writer, and unknowing personal friend, tells the story of Ted Bundy, a brilliant law student executed for killing three women, who confessed to killing thirty-five others.",Nonfiction
9780451207142,0451207149,The pillars of the earth,Ken Follett,Fiction,http://books.google.com/books/content?id=HdTZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A story of passion and idealism, which describes a group of men and women in the Middle Ages whosedestinies are fatefully linked with the building of a cathedral.",2002.0,4.31,973.0,530446.0,The pillars of the earth,"9780451207142 A story of passion and idealism, which describes a group of men and women in the Middle Ages whosedestinies are fatefully linked with the building of a cathedral.",Fiction
9780451208644,0451208641,Black Like Me,John Howard Griffin,Biography & Autobiography,http://books.google.com/books/content?id=sFhLPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A white writer recounts his experiences in the American South following treatments that darkened his skin and shares his thoughts on the problems of prejudice and racial injustice.,1996.0,4.13,208.0,52092.0,Black Like Me,9780451208644 A white writer recounts his experiences in the American South following treatments that darkened his skin and shares his thoughts on the problems of prejudice and racial injustice.,Nonfiction
9780451208705,0451208706,The Man from St. Petersburg,Ken Follett,Fiction,http://books.google.com/books/content?id=dTA7DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Just before World War I, two men--one a noble Russian emissary, the other a denizen of Europe's underground--set in motion a concatenation of world-shaking, ultimately fatal events.",2003.0,3.87,320.0,15320.0,The Man from St. Petersburg,"9780451208705 Just before World War I, two men--one a noble Russian emissary, the other a denizen of Europe's underground--set in motion a concatenation of world-shaking, ultimately fatal events.",Fiction
9780451210555,0451210557,No Second Chance,Harlan Coben,Fiction,http://books.google.com/books/content?id=0CQtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Shot twice by an unseen assailant, Dr. Marc Seidman lies in a hospital bed. His wife has been killed. His baby daughter has vanished. Then the ransom note arrives.",2004.0,4.07,452.0,21141.0,No Second Chance,"9780451210555 Shot twice by an unseen assailant, Dr. Marc Seidman lies in a hospital bed. His wife has been killed. His baby daughter has vanished. Then the ransom note arrives.",Fiction
9780451210845,0451210840,The Gunslinger,,Fiction,http://books.google.com/books/content?id=X7ZJaea0P7cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Roland, the world's last gunslinger, tracks an enigmatic Man in Black toward a forbidding dark tower, fighting forces both mortal and other-worldly on his quest",2003.0,3.96,300.0,5740.0,The Gunslinger,"9780451210845 Roland, the world's last gunslinger, tracks an enigmatic Man in Black toward a forbidding dark tower, fighting forces both mortal and other-worldly on his quest",Fiction
9780451210852,0451210859,The Drawing of the Three,Stephen King,Fiction,http://books.google.com/books/content?id=78jqOFNt1ocC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Roland is drawn through a gateway of time and space into the drug-and-crime-ridden world of the twentieth-century to battle a dark power determined to prevent his search for the Dark Tower.,2003.0,4.23,463.0,163647.0,The Drawing of the Three,9780451210852 Roland is drawn through a gateway of time and space into the drug-and-crime-ridden world of the twentieth-century to battle a dark power determined to prevent his search for the Dark Tower.,Fiction
9780451215772,045121577X,The Innocent,Harlan Coben,Fiction,http://books.google.com/books/content?id=htnPvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Years after being released from jail, Matt Hunter's hopes of moving on with his pregnant wife are shattered when he becomes the focus of a serial murder investigation.",2006.0,3.96,503.0,20470.0,The Innocent,"9780451215772 Years after being released from jail, Matt Hunter's hopes of moving on with his pregnant wife are shattered when he becomes the focus of a serial murder investigation.",Fiction
9780451217608,0451217608,Bitter is the New Black,Jen Lancaster,Biography & Autobiography,http://books.google.com/books/content?id=p-fEDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A hilarious memoir chronicles the adventures and misadventures of a woman whose perfect life, perfect job, and perfect man vanish when she goes from a six-figures career to unemployment. Original.",2006.0,3.9,400.0,43933.0,"Bitter is the New Black: Confessions of a Condescending, Egomaniacal, Self-centered Smart-ass, Or, why You Should Never Carry a Prada Bag to the Unemployment Office : a Memoir","9780451217608 A hilarious memoir chronicles the adventures and misadventures of a woman whose perfect life, perfect job, and perfect man vanish when she goes from a six-figures career to unemployment. Original.",Nonfiction
9780451217769,0451217764,A Certain Justice,John T. Lescroart,Fiction,http://books.google.com/books/content?id=YKLZ6QLkkVEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A novel that examines the nature of justice--and injustice--follows an ordinary man who, through no fault of his own, is hounded, hunted, and almost destroyed for a crime he did not commit.",2006.0,4.0,624.0,2921.0,A Certain Justice,"9780451217769 A novel that examines the nature of justice--and injustice--follows an ordinary man who, through no fault of his own, is hounded, hunted, and almost destroyed for a crime he did not commit.",Fiction
9780451411617,0451411617,Jerusalem Inn,Martha Grimes,Fiction,http://books.google.com/books/content?id=4eeMF4ULOkEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Superintendent Richard Jury of Scotland Yard spends his Christmas holiday at a colorful country inn near a vast estate inhabited by the titled, the rich, the famous, and, suddenly, the deceased. Reprint.",2004.0,3.96,320.0,3429.0,Jerusalem Inn,"9780451411617 Superintendent Richard Jury of Scotland Yard spends his Christmas holiday at a colorful country inn near a vast estate inhabited by the titled, the rich, the famous, and, suddenly, the deceased. Reprint.",Fiction
